"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"06:41:23:235","65271393372358","  39.718","   4.633"," 1277"," 1100"," 1700"," 1280","   1.753","  90.354","  25.098","   0.886","  53.046","  14.735"," 43","0"," 39"," 41","   0.754","  28.797","   7.999","  15.000","    0","    0"
"06:41:23:335","65271533479482","  39.818","   4.275"," 1290"," 1100"," 1700"," 1289","   1.657","  90.520","  25.145","   0.833","  53.130","  14.758"," 42","0"," 39"," 41","   0.701","  28.868","   8.019","  15.000","    0","    0"
"06:41:23:438","65271675928876","  39.921","   4.466"," 1283"," 1100"," 1700"," 1289","   1.721","  90.696","  25.193","   0.858","  53.218","  14.783"," 42","0"," 39"," 41","   0.663","  28.936","   8.038","  15.000","    0","    0"
"06:41:23:541","65271819727776","  40.024","   5.039"," 1292"," 1100"," 1700"," 1300","   1.810","  90.883","  25.245","   0.918","  53.313","  14.809"," 42","0"," 39"," 41","   0.802","  29.018","   8.061","  15.000","    0","    0"
"06:41:23:642","65271961085910","  40.126","   4.593"," 1284"," 1100"," 1700"," 1287","   1.732","  91.059","  25.294","   0.831","  53.397","  14.833"," 42","0"," 39"," 41","   0.806","  29.100","   8.083","  15.000","  500","  500"
"06:41:23:743","65272100886112","  40.226","   4.551"," 1303"," 1100"," 1700"," 1309","   1.656","  91.226","  25.340","   0.823","  53.480","  14.856"," 42","0"," 39"," 41","   0.743","  29.175","   8.104","  15.000","  500","  500"
"06:41:23:848","65272247581774","  40.331","   4.083"," 1303"," 1100"," 1700"," 1305","   1.746","  91.410","  25.392","   0.833","  53.568","  14.880"," 43","0"," 39"," 41","   0.799","  29.259","   8.128","  15.000","    0","    0"
"06:41:23:954","65272394184218","  40.437","   4.472"," 1270"," 1100"," 1700"," 1272","   1.646","  91.583","  25.440","   0.765","  53.648","  14.902"," 42","0"," 39"," 41","   0.847","  29.348","   8.152","  15.000","    0","    0"
"06:41:24:054","65272534699904","  40.538","   5.068"," 1280"," 1100"," 1700"," 1284","   1.704","  91.755","  25.488","   0.856","  53.735","  14.926"," 42","0"," 39"," 41","   0.744","  29.423","   8.173","  15.000","  500","  500"
"06:41:24:156","65272675422654","  40.639","   4.479"," 1320"," 1100"," 1700"," 1330","   1.781","  91.935","  25.538","   0.916","  53.827","  14.952"," 42","0"," 39"," 41","   0.755","  29.500","   8.194","  15.000","  500","  500"
"06:41:24:257","65272816821054","  40.740","   4.634"," 1291"," 1100"," 1700"," 1296","   1.640","  92.102","  25.584","   0.824","  53.911","  14.975"," 43","0"," 39"," 40","   0.669","  29.568","   8.213","  15.000","  500","  500"
"06:41:24:359","65272958358918","  40.842","   4.719"," 1282"," 1100"," 1700"," 1285","   1.749","  92.279","  25.633","   0.857","  53.998","  14.999"," 42","0"," 39"," 41","   0.767","  29.646","   8.235","  15.000","  500","  500"
"06:41:24:459","65273098245332","  40.942","   4.821"," 1301"," 1100"," 1700"," 1303","   1.807","  92.461","  25.684","   0.886","  54.087","  15.024"," 42","0"," 39"," 41","   0.847","  29.731","   8.259","  15.000","  500","  500"
"06:41:24:560","65273238938354","  41.044","   4.886"," 1307"," 1100"," 1700"," 1319","   1.664","  92.629","  25.730","   0.890","  54.177","  15.049"," 42","0"," 39"," 41","   0.596","  29.791","   8.275","  15.000","  500","  500"
"06:41:24:666","65273385631436","  41.149","   4.593"," 1305"," 1100"," 1700"," 1312","   1.771","  92.816","  25.782","   0.883","  54.270","  15.075"," 43","0"," 39"," 41","   0.711","  29.866","   8.296","  15.000","    0","    0"
"06:41:24:770","65273530561198","  41.253","   3.744"," 1241"," 1100"," 1700"," 1229","   2.029","  93.027","  25.841","   1.016","  54.376","  15.104"," 43","0"," 39"," 41","   0.807","  29.950","   8.319","  15.000","    0","    0"
"06:41:24:874","65273675638374","  41.357","   3.958"," 1239"," 1100"," 1700"," 1227","   1.725","  93.207","  25.891","   0.872","  54.467","  15.130"," 42","0"," 39"," 41","   0.709","  30.024","   8.340","  15.000","    0","    0"
"06:41:24:975","65273815926892","  41.458","   3.864"," 1351"," 1100"," 1700"," 1340","   1.638","  93.372","  25.937","   0.812","  54.549","  15.152"," 42","0"," 39"," 41","   0.650","  30.089","   8.358","  15.000","    0","    0"
"06:41:25:078","65273958764236","  41.561","   4.590"," 1251"," 1100"," 1700"," 1243","   1.847","  93.562","  25.989","   0.890","  54.640","  15.178"," 42","0"," 39"," 41","   0.837","  30.175","   8.382","  15.000","    0","    0"
"06:41:25:182","65274104739570","  41.666","   4.454"," 1212"," 1100"," 1700"," 1205","   1.768","  93.747","  26.041","   0.895","  54.734","  15.204"," 42","0"," 39"," 41","   0.779","  30.257","   8.405","  15.000","    0","    0"
"06:41:25:287","65274251020154","  41.771","   4.358"," 1207"," 1100"," 1600"," 1200","   1.749","  93.931","  26.092","   0.876","  54.826","  15.229"," 42","0"," 39"," 41","   0.664","  30.327","   8.424","  15.000","    0","    0"
"06:41:25:391","65274394920082","  41.874","   4.170"," 1198"," 1100"," 1300"," 1200","   1.762","  94.113","  26.142","   0.958","  54.925","  15.257"," 42","0"," 39"," 41","   0.638","  30.393","   8.442","  15.000","    0","    0"
"06:41:25:491","65274534793600","  41.974","   4.375"," 1198"," 1100"," 1300"," 1200","   1.670","  94.281","  26.189","   0.818","  55.007","  15.280"," 43","0"," 39"," 41","   0.757","  30.469","   8.464","  15.000","    0","    0"
"06:41:25:594","65274678239402","  42.078","   5.015"," 1268"," 1100"," 1700"," 1270","   1.602","  94.446","  26.235","   0.820","  55.091","  15.303"," 42","0"," 39"," 41","   0.609","  30.531","   8.481","  15.000","    0","    0"
"06:41:25:697","65274821259022","  42.180","   4.759"," 1282"," 1100"," 1700"," 1288","   1.633","  94.614","  26.282","   0.844","  55.178","  15.327"," 42","0"," 39"," 41","   0.609","  30.594","   8.498","  15.000","    0","    0"
"06:41:25:801","65274965874478","  42.284","   5.276"," 1295"," 1100"," 1700"," 1287","   1.720","  94.792","  26.331","   0.864","  55.268","  15.352"," 43","0"," 39"," 41","   0.703","  30.667","   8.519","  15.000","    0","    0"
"06:41:25:902","65275106196478","  42.385","   5.976"," 1206"," 1100"," 1700"," 1204","   1.787","  94.972","  26.381","   0.945","  55.363","  15.379"," 42","0"," 39"," 41","   0.763","  30.744","   8.540","  15.000","    0","    0"
"06:41:26:006","65275250630128","  42.489","   4.845"," 1206"," 1100"," 1500"," 1200","   1.800","  95.159","  26.433","   0.930","  55.460","  15.405"," 42","0"," 39"," 41","   0.728","  30.820","   8.561","  15.000","    0","    0"
"06:41:26:110","65275395332200","  42.593","   5.400"," 1407"," 1100"," 1900"," 1398","   2.200","  95.388","  26.497","   1.207","  55.585","  15.440"," 42","0"," 39"," 41","   0.897","  30.913","   8.587","  15.000","  500","    0"
"06:41:26:212","65275537764892","  42.695","   4.477"," 1198"," 1100"," 1300"," 1200","   1.700","  95.562","  26.545","   0.841","  55.671","  15.464"," 42","0"," 39"," 41","   0.778","  30.992","   8.609","  15.000","  500","  500"
"06:41:26:315","65275681722360","  42.798","   5.043"," 1199"," 1100"," 1400"," 1200","   1.678","  95.735","  26.593","   0.856","  55.760","  15.489"," 43","0"," 39"," 41","   0.750","  31.070","   8.631","  15.000","    0","    0"
"06:41:26:420","65275828012240","  42.904","   4.618"," 1199"," 1100"," 1400"," 1200","   1.724","  95.917","  26.643","   0.861","  55.850","  15.514"," 42","0"," 39"," 41","   0.763","  31.150","   8.653","  15.000","    0","    0"
"06:41:26:521","65275968083802","  43.004","   5.142"," 1198"," 1100"," 1300"," 1200","   1.823","  96.100","  26.694","   0.889","  55.940","  15.539"," 42","0"," 39"," 41","   0.711","  31.222","   8.673","  15.000","    0","    0"
"06:41:26:626","65276113934318","  43.109","  10.578"," 1271"," 1100"," 1700"," 1276","   2.287","  96.340","  26.761","   1.287","  56.074","  15.576"," 42","0"," 39"," 41","   0.862","  31.312","   8.698","  15.000","  500","  500"
"06:41:26:727","65276255445734","  43.211","   5.666"," 1213"," 1100"," 1700"," 1200","   1.933","  96.536","  26.816","   0.968","  56.173","  15.604"," 42","0"," 39"," 41","   0.899","  31.404","   8.723","  15.000","    0","    0"
"06:41:26:830","65276397511870","  43.313","   5.325"," 1197"," 1100"," 1200"," 1200","   1.785","  96.718","  26.866","   0.915","  56.266","  15.630"," 42","0"," 39"," 41","   0.786","  31.484","   8.745","  15.000","    0","    0"
"06:41:26:933","65276541816232","  43.416","   5.644"," 1200"," 1100"," 1400"," 1200","   1.784","  96.903","  26.918","   0.881","  56.358","  15.655"," 42","0"," 39"," 41","   0.857","  31.573","   8.770","  15.000","    0","    0"
"06:41:27:037","65276686370904","  43.520","   4.491"," 1197"," 1100"," 1200"," 1200","   1.657","  97.075","  26.965","   0.848","  56.446","  15.679"," 42","0"," 39"," 41","   0.676","  31.643","   8.790","  15.000","    0","    0"
"06:41:27:138","65276826350612","  43.621","   4.642"," 1198"," 1100"," 1300"," 1200","   1.710","  97.247","  27.013","   0.856","  56.532","  15.703"," 42","0"," 39"," 41","   0.742","  31.717","   8.810","  15.000","    0","    0"
"06:41:27:242","65276971086806","  43.725","   5.753"," 1198"," 1100"," 1300"," 1200","   1.744","  97.429","  27.064","   0.873","  56.623","  15.728"," 42","0"," 39"," 41","   0.677","  31.788","   8.830","  15.000","    0","    0"
"06:41:27:342","65277111186312","  43.825","   5.989"," 1197"," 1100"," 1200"," 1200","   1.682","  97.598","  27.111","   0.865","  56.710","  15.753"," 42","0"," 39"," 41","   0.675","  31.856","   8.849","  15.000","  500","  500"
"06:41:27:444","65277253479630","  43.928","   5.455"," 1205"," 1100"," 1700"," 1200","   1.693","  97.771","  27.159","   0.795","  56.791","  15.775"," 42","0"," 39"," 41","   0.812","  31.939","   8.872","  15.000","    0","    0"
"06:41:27:550","65277400303272","  44.033","   6.275"," 1197"," 1100"," 1300"," 1200","   1.787","  97.960","  27.211","   0.853","  56.881","  15.800"," 43","0"," 39"," 41","   0.766","  32.020","   8.894","  15.000","    0","    0"
"06:41:27:654","65277544538192","  44.137","   5.073"," 1197"," 1100"," 1200"," 1200","   1.775","  98.143","  27.262","   0.862","  56.970","  15.825"," 42","0"," 39"," 41","   0.795","  32.102","   8.917","  15.000","    0","    0"
"06:41:27:754","65277684872766","  44.237","   4.858"," 1198"," 1100"," 1400"," 1200","   1.655","  98.310","  27.308","   0.820","  57.053","  15.848"," 43","0"," 39"," 41","   0.748","  32.177","   8.938","  15.000","    0","    0"
"06:41:27:858","65277829038842","  44.341","   5.774"," 1198"," 1100"," 1300"," 1200","   1.721","  98.489","  27.358","   0.855","  57.141","  15.873"," 42","0"," 39"," 41","   0.733","  32.253","   8.959","  15.000","    0","    0"
"06:41:27:958","65277968796606","  44.441","  24.004"," 2104"," 1100"," 3300"," 2302","   5.274","  99.018","  27.505","   4.290","  57.572","  15.992"," 45","0"," 39"," 46","   1.044","  32.358","   8.988","  15.000","  500","  500"
"06:41:28:059","65278108390774","  44.542","   7.096"," 1231"," 1100"," 1700"," 1219","   3.648","  99.384","  27.607","   2.386","  57.811","  16.059"," 42","0"," 39"," 41","   0.915","  32.450","   9.014","  15.000","  500","  500"
"06:41:28:159","65278248316074","  44.642","   5.819"," 1209"," 1100"," 1700"," 1216","   1.741","  99.559","  27.655","   0.829","  57.895","  16.082"," 42","0"," 39"," 41","   0.825","  32.533","   9.037","  15.000","  500","  500"
"06:41:28:260","65278388933002","  44.743","   6.107"," 1238"," 1100"," 1700"," 1248","   1.877","  99.748","  27.708","   0.907","  57.986","  16.107"," 42","0"," 39"," 41","   0.784","  32.612","   9.059","  15.000","    0","    0"
"06:41:28:363","65278531431492","  44.846","   5.528"," 1263"," 1100"," 1700"," 1272","   1.644","  99.917","  27.755","   0.811","  58.069","  16.130"," 42","0"," 39"," 41","   0.761","  32.690","   9.081","  15.000","    0","    0"
"06:41:28:467","65278676888808","  44.950","   5.109"," 1275"," 1100"," 1700"," 1281","   1.654"," 100.090","  27.803","   0.825","  58.156","  16.154"," 43","0"," 39"," 41","   0.710","  32.764","   9.101","  15.000","    0","    0"
"06:41:28:570","65278820080840","  45.053","   4.102"," 1197"," 1100"," 1200"," 1200","   1.581"," 100.252","  27.848","   0.730","  58.231","  16.175"," 42","0"," 39"," 41","   0.776","  32.844","   9.123","  15.000","    0","    0"
"06:41:28:671","65278960295976","  45.154","   4.411"," 1197"," 1100"," 1200"," 1200","   1.808"," 100.434","  27.898","   0.862","  58.318","  16.199"," 42","0"," 39"," 41","   0.811","  32.926","   9.146","  15.000","    0","    0"
"06:41:28:774","65279104422982","  45.257","   4.774"," 1197"," 1100"," 1200"," 1200","   1.741"," 100.615","  27.949","   0.894","  58.410","  16.225"," 42","0"," 39"," 41","   0.665","  32.994","   9.165","  15.000","    0","    0"
"06:41:28:875","65279244355892","  45.358","   9.589"," 3109"," 1600"," 3500"," 3113","   6.694"," 101.288","  28.135","   5.617","  58.975","  16.382"," 42","0"," 40"," 49","   0.967","  33.092","   9.192","  15.000","    0","    0"
"06:41:28:977","65279387255488","  45.460","  12.681"," 3210"," 1500"," 3700"," 3344","  14.992"," 102.827","  28.563","  11.091","  60.113","  16.698"," 44","0"," 42"," 50","   2.604","  33.359","   9.266","  15.000","  500","  500"
"06:41:29:080","65279529495662","  45.563","   8.404"," 1725"," 1200"," 2000"," 1731","   9.210"," 103.768","  28.824","   2.363","  60.355","  16.765"," 44","0"," 40"," 42","   3.525","  33.719","   9.366","  15.000","  650","  633"
"06:41:29:184","65279674362108","  45.667","   7.068"," 1761"," 1100"," 2000"," 1785","  10.839"," 104.896","  29.138","   2.514","  60.616","  16.838"," 44","0"," 40"," 42","   2.366","  33.965","   9.435","  15.000","    0","    0"
"06:41:29:286","65279817537430","  45.770","   4.760"," 1266"," 1100"," 1700"," 1269","   1.927"," 105.094","  29.193","   0.929","  60.712","  16.864"," 43","0"," 40"," 42","   0.603","  34.027","   9.452","  15.000","    0","    0"
"06:41:29:391","65279962728256","  45.874","   5.040"," 1295"," 1100"," 1700"," 1295","   1.644"," 105.265","  29.240","   0.817","  60.797","  16.888"," 43","0"," 39"," 41","   0.554","  34.085","   9.468","  15.000","    0","    0"
"06:41:29:494","65280106941034","  45.977","   5.903"," 1216"," 1100"," 1700"," 1222","   1.665"," 105.438","  29.288","   0.852","  60.886","  16.913"," 43","0"," 39"," 41","   0.644","  34.152","   9.487","  15.000","    0","    0"
"06:41:29:595","65280246762212","  46.078","   4.508"," 1228"," 1100"," 1700"," 1235","   1.653"," 105.604","  29.334","   0.862","  60.972","  16.937"," 42","0"," 39"," 41","   0.559","  34.208","   9.502","  15.000","    0","    0"
"06:41:29:695","65280386488516","  46.178","   5.684"," 1273"," 1100"," 1700"," 1287","   1.591"," 105.764","  29.379","   0.828","  61.055","  16.960"," 43","0"," 39"," 41","   0.571","  34.265","   9.518","  15.000","    0","    0"
"06:41:29:800","65280532315608","  46.283","   7.950"," 1306"," 1100"," 1700"," 1314","   2.177"," 105.992","  29.442","   1.261","  61.187","  16.996"," 42","0"," 39"," 41","   0.698","  34.339","   9.538","  15.000","    0","    0"
"06:41:29:903","65280676223614","  46.386","   6.839"," 1197"," 1100"," 1200"," 1200","   1.919"," 106.190","  29.497","   1.068","  61.298","  17.027"," 42","0"," 39"," 41","   0.613","  34.402","   9.556","  15.000","    0","    0"
"06:41:30:007","65280821093644","  46.491","   9.694"," 1439"," 1100"," 1800"," 1441","   2.268"," 106.426","  29.563","   1.332","  61.436","  17.066"," 43","0"," 39"," 41","   0.808","  34.486","   9.579","  15.000","    0","    0"
"06:41:30:109","65280962457196","  46.592","   8.114"," 1277"," 1100"," 1900"," 1288","   1.915"," 106.621","  29.617","   1.111","  61.549","  17.097"," 42","0"," 39"," 41","   0.605","  34.547","   9.596","  15.000","  500","  500"
"06:41:30:213","65281106782756","  46.696","   7.168"," 1276"," 1100"," 1700"," 1285","   1.827"," 106.810","  29.669","   0.994","  61.652","  17.126"," 43","0"," 39"," 41","   0.663","  34.616","   9.616","  15.000","    0","    0"
"06:41:30:315","65281249968100","  46.799","   5.810"," 1295"," 1100"," 1700"," 1302","   1.587"," 106.973","  29.715","   0.804","  61.735","  17.149"," 42","0"," 39"," 41","   0.718","  34.690","   9.636","  15.000","    0","    0"
"06:41:30:416","65281389915330","  46.899","   7.109"," 1481"," 1100"," 2000"," 1491","   2.526"," 107.227","  29.785","   1.245","  61.860","  17.183"," 42","0"," 39"," 41","   0.971","  34.788","   9.663","  15.000","    0","    0"
"06:41:30:521","65281535951706","  47.004","  13.975"," 2633"," 1100"," 3200"," 2787","  11.077"," 108.389","  30.108","   6.878","  62.582","  17.384"," 46","0"," 40"," 46","   2.737","  35.075","   9.743","  15.000","  550","  533"
"06:41:30:625","65281680241292","  47.108","  24.122"," 3095"," 2800"," 3200"," 3890","  24.855"," 110.966","  30.824","  16.482","  64.290","  17.858"," 46","0"," 44"," 49","   3.970","  35.486","   9.857","  15.000","  650","  633"
"06:41:30:726","65281822001316","  47.210","  14.041"," 2060"," 1100"," 3500"," 2091","  14.580"," 112.450","  31.236","   4.286","  64.727","  17.980"," 44","0"," 42"," 45","   1.843","  35.674","   9.909","  15.000","  800","  800"
"06:41:30:827","65281961931084","  47.310","  15.744"," 1755"," 1100"," 2600"," 1750","   9.287"," 113.384","  31.496","   4.390","  65.168","  18.102"," 44","0"," 42"," 44","   1.026","  35.777","   9.938","  15.000","    0","    0"
"06:41:30:931","65282106823764","  47.414","   9.620"," 1438"," 1100"," 2000"," 1436","   3.415"," 113.739","  31.594","   1.997","  65.376","  18.160"," 43","0"," 41"," 43","   1.135","  35.895","   9.971","  15.000","    0","    0"
